59,20
58,19
58,18
58,17
58,16
58,15
58,14
58,13
58,12
59,12
60,13
61,14
62,14
63,13
64,12
65,11
66,10
67,9
68,8
69,7
70,6
71,5
72,4
73,3
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,2
94,3
95,4
96,5
97,6
98,7
98,8
98,9
98,10
98,11
98,12
98,13
98,14
98,15
98,16
98,17
98,18
97,19
96,20
95,21
94,22
93,22
92,21
91,20
90,19
89,18
88,17
87,16
86,15
85,15
84,15
83,15
82,15
81,15
80,15
79,15
78,15
77,15
76,15
75,15
74,15
73,15
72,15
71,15
70,15
69,15
68,15
67,16
66,17
65,18
64,18
63,18
63,19
62,19
61,19
61,20
