77,56
76,56
74,56
71,56
67,56
62,56
56,56
49,56
41,56
33,56
26,56
20,56
15,56
11,55
8,53
6,50
5,46
5,41
6,35
8,28
9,22
10,17
10,12
10,8
11,5
13,3
16,2
20,2
25,3
31,4
38,4
44,4
49,4
53,4
56,5
58,7
59,10
59,14
58,19
56,23
53,26
49,30
46,33
44,37
43,40
43,43
44,45
46,47
49,49
52,50
54,50
55,49
55,47
54,44
54,40
55,37
57,35
60,34
64,34
68,35
71,37
74,40
76,43
79,46
82,48
85,49
87,49
88,48
88,46
87,43
85,40
82,37
78,33
75,28
73,23
72,19
72,16
73,14
75,13
78,13
82,14
87,16
91,19
94,23
96,26
97,28
97,29
96,30
94,32
93,35
93,39
94,42
96,44
99,47
101,51
102,54
102,56
101,57
99,57
96,56
92,56
87,57
81,57
