79,56
80,55
82,55
85,55
89,54
94,53
98,52
101,50
103,48
104,46
104,45
103,44
101,42
98,39
94,35
91,32
89,30
88,29
88,29
89,28
91,26
93,24
94,21
94,18
93,16
91,15
88,15
84,16
79,17
75,18
72,20
70,22
69,24
69,25
70,26
72,26
75,27
77,29
79,32
81,36
84,40
86,43
87,45
87,47
86,48
84,48
81,47
77,45
72,42
68,38
64,35
61,33
59,32
57,32
56,33
54,35
53,38
53,42
53,45
53,47
52,48
50,48
47,47
45,45
44,42
44,38
45,33
47,27
50,21
54,16
57,12
59,9
60,6
60,4
59,3
57,3
54,4
50,4
45,4
39,4
32,4
25,4
19,4
14,4
10,5
7,7
5,10
4,14
4,19
5,25
7,32
9,38
10,43
10,47
10,51
11,54
13,56
16,57
20,57
25,56
31,56
38,56
46,56
54,56
62,56
70,56
77,56
