3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
20,9
21,9
22,9
23,9
24,9
25,9
26,9
27,9
28,9
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,9
61,10
62,11
63,12
64,13
65,14
64,15
63,16
62,17
61,18
60,19
59,20
58,21
57,22
56,23
55,24
54,25
53,26
52,27
51,28
50,29
49,30
48,31
47,32
46,33
45,34
44,35
43,36
42,36
41,36
40,36
39,36
38,36
37,36
36,36
35,36
34,36
33,36
32,36
31,36
30,36
29,36
28,36
27,36
26,36
25,36
24,36
23,36
22,36
21,36
20,36
19,36
18,36
17,36
16,36
15,37
15,38
15,39
15,40
15,41
15,42
15,43
15,44
16,45
17,46
18,47
19,48
20,49
21,50
22,51
23,52
24,53
25,54
26,55
27,55
28,55
29,55
30,55
31,55
32,55
33,55
34,55
35,55
36,55
37,55
38,55
39,55
40,55
41,55
42,55
43,55
44,55
45,55
46,55
47,55
48,55
49,55
50,55
51,55
52,55
53,55
54,55
55,55
56,55
57,55
58,55
59,55
60,55
61,55
62,55
63,55
64,55
65,55
66,55
67,55
68,55
69,55
70,54
71,53
72,52
