3,9
4,10
5,11
6,12
7,13
8,14
9,15
10,16
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
30,17
31,17
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,17
40,17
41,17
42,17
43,17
44,17
45,17
46,17
47,17
48,17
49,17
50,17
51,17
52,17
53,17
54,17
55,17
56,17
57,17
58,17
59,17
60,17
61,18
61,19
61,20
60,21
59,22
58,23
57,24
56,25
55,26
54,27
53,28
52,29
51,30
50,31
49,32
48,33
47,34
46,35
45,36
44,36
43,36
42,36
41,36
40,36
39,36
38,36
37,36
36,36
35,36
34,36
33,36
32,36
31,36
30,36
29,36
28,36
27,36
26,36
25,36
24,36
23,36
22,36
21,36
20,36
19,36
18,36
17,36
16,36
15,37
15,38
15,39
16,40
17,41
18,42
19,43
20,44
21,45
22,46
23,47
24,48
25,49
26,50
27,51
28,52
29,52
30,52
31,52
32,52
33,52
34,52
35,52
36,52
37,52
38,52
39,52
40,52
41,52
42,52
43,52
44,52
45,52
46,52
47,52
48,52
49,52
50,52
51,52
52,52
53,52
54,52
55,52
56,52
57,52
58,52
59,52
60,52
61,52
62,52
63,52
64,52
65,52
66,52
67,52
68,52
69,52
70,52
71,52
72,52
