3,9
4,10
5,11
6,12
7,13
8,14
9,15
10,16
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
26,18
27,18
28,18
29,17
30,17
31,17
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,17
40,17
41,17
42,17
43,17
44,17
45,17
46,17
47,17
48,17
49,17
50,17
51,17
52,17
53,17
54,17
55,17
56,17
57,17
58,17
59,17
60,17
61,18
61,19
61,20
60,21
59,22
58,23
57,24
56,25
55,26
54,27
53,28
52,29
51,30
50,31
49,32
48,33
47,34
46,35
45,36
44,36
43,36
42,36
41,36
40,36
39,36
38,35
37,34
36,33
35,32
34,31
33,31
32,31
31,31
30,31
29,31
28,32
27,33
26,34
25,35
24,36
23,36
22,36
21,36
20,36
19,36
18,36
17,36
16,36
15,37
15,38
15,39
16,40
17,40
18,40
19,40
20,40
21,40
22,40
23,40
24,40
25,41
26,42
27,43
28,44
29,45
30,45
31,45
32,45
33,45
34,45
35,44
36,43
37,42
38,41
39,40
40,40
41,40
42,40
43,40
44,40
45,40
46,40
47,40
48,40
49,40
50,40
51,40
52,40
53,40
54,40
55,40
56,40
57,40
58,40
